wavelength,zt532rdc,zt594rdc,zt670rdc-xxrxt,zt491rdc,zt458rdc,zt514rdc,zt561rdc
380,0.00396805,0.179184005,,1.00E-08,1.00E-08,0.114711002,0.0294536
381,0.022756301,0.162677005,,0.000702695,1.00E-08,0.116653003,0.034676202
382,0.047037099,0.141185999,,0.00144151,1.00E-08,0.120690003,0.042248599
383,0.046510801,0.175904006,,0.00323611,1.00E-08,0.0513415,0.018509099
384,0.058044501,2.48E-01,,0.00150115,1.00E-08,0.016449099,0.0011684
385,0.086533301,0.265370011,,0.000313501,1.00E-08,0.023050301,3.09E-06
386,0.074971899,0.287214994,,0.000115007,1.00E-08,0.0622705,7.34E-05
387,0.053012099,0.382786006,,0.000103308,1.00E-08,0.0807845,9.50E-07
388,0.116994001,0.434246004,,0.000135231,1.00E-08,0.0386682,6.54E-05
389,0.172289997,0.412966013,,0.000393397,1.00E-08,0.0130272,0.000120672
390,0.114053003,0.408701003,,0.000856613,1.00E-08,0.0136869,0.000122518
391,0.052222699,0.414168,,0.000683213,1.00E-08,0.017493,0.000220654
392,0.064915501,0.355316997,,0.000236079,1.00E-08,0.0142491,0.000104338
393,0.128726006,0.253412992,,7.18E-05,1.00E-08,0.00720354,9.50E-07
394,0.135361001,0.164842993,,7.53E-05,1.00E-08,0.00270228,1.66E-05
395,0.058398601,0.153520003,,0.000113365,1.00E-08,0.00212887,0.000339414
396,0.023205699,0.160965994,,0.000162131,1.89E-05,0.00317,0.000280453
397,0.0381261,0.095790498,,0.000284735,1.00E-08,0.00457428,0.00398358
398,0.104719996,0.034158401,,0.00019945,1.37E-05,0.00422374,0.025285
399,0.126295,0.044097099,,5.53E-05,1.00E-08,0.00262138,0.065211199
400,0.065467902,0.035904199,0.00414756,2.46E-05,1.00E-08,0.000920067,0.073205598
401,0.020785701,0.00814348,0.0045087,5.64E-06,1.00E-08,0.000297561,0.073443398
402,0.0193235,0.000501254,0.00558938,1.00E-08,3.54E-05,0.000865566,0.107409999
403,0.027607201,1.00E-08,0.00798489,1.00E-08,0.000392053,0.0011508,0.117656
404,0.0250338,1.00E-08,0.00902552,1.18E-05,0.000892115,0.00145694,0.084517099
405,0.0125257,0.000306092,0.00589053,0.000224389,0.000922368,0.00211672,0.075225398
406,0.00490313,1.00E-08,0.00283611,0.000280961,0.00048663,0.00189362,0.139494002
407,0.00301702,0.000204199,0.00149389,0.000192714,0.000196174,0.000506944,0.195507005
408,0.00307663,1.00E-08,0.000599598,7.42E-05,0.000181995,0.000700767,0.138001993
409,0.00489201,5.95E-05,0.00104509,8.65E-07,0.000233359,0.000318966,0.061326001
410,0.0068896,1.00E-08,0.00133341,1.00E-08,0.000436729,0.000567957,0.041386001
411,0.00585424,1.00E-08,0.00398054,1.73E-05,0.00100119,0.000547029,0.067657001
412,0.00349914,1.00E-08,0.010834,0.0001974,0.00225301,0.000754411,0.142527997
413,0.00175208,1.00E-08,0.01667,0.000393398,0.00544695,0.000759332,0.169036999
414,0.00094107,1.00E-08,0.0157107,0.000390026,0.00715296,0.000655185,0.0971983
415,0.00141301,1.00E-08,0.0185699,0.00023983,0.00454435,0.000108961,0.040830798
416,0.00114542,0.000702171,0.021925399,8.62E-05,0.00257668,0.000359851,0.038899399
417,0.00140384,0.00366558,0.0186281,4.52E-06,0.00179835,0.000422683,0.088692203
418,0.00239993,0.022722101,0.049279898,1.50E-05,0.00157863,0.000392957,0.172052994
419,0.00233786,0.100589,0.109177001,0.000101852,0.00159782,0.000220343,0.159961
420,0.00179321,0.172536999,0.091850601,0.000247725,0.00197461,0.00041616,0.076698199
421,0.00127259,0.139209002,0.0316188,0.000461957,0.00288413,0.000502241,0.030752899
422,0.000776249,0.051837102,0.00774035,0.00062962,0.00461569,0.000793809,0.031151701
423,0.000421043,0.0168609,0.00642134,0.000542967,0.00820606,0.00066188,0.042877
424,0.000705742,0.0145216,0.00957867,0.000385342,0.0132935,0.000490991,0.041379102
425,0.000690761,0.042742599,0.0167473,0.00024318,0.0148632,0.000306037,0.0236696
426,0.001274,0.107795,0.016854201,0.000251668,0.0118169,0.000213241,0.00902913
427,0.000730859,0.129130006,0.0091731,0.00023274,0.00844407,0.000270858,0.00434772
428,0.000581977,0.072391197,0.00321722,0.000276649,0.00672118,0.000509404,0.00323923
429,0.000750653,0.033886701,0.00177863,0.000353137,0.00631873,0.000637814,0.00436833
430,0.000387284,0.059560999,0.00109953,0.000680033,0.00692702,0.00042938,0.00685537
431,0.000456025,0.133738995,0.000909755,0.00104119,0.00878063,0.000762893,0.00939111
432,0.000582282,0.189662993,0.00185977,0.00146094,0.0128692,0.000616912,0.00751294
433,0.000223831,0.140588999,0.0038094,0.00140088,0.016277499,0.000329096,0.00330394
434,0.000563444,0.079167098,0.00991012,0.00105776,0.0155782,0.000233675,0.00151065
435,0.000862663,0.078610197,0.0144303,0.000753866,0.0098843,0.000507469,0.000803388
436,0.000789832,0.128058001,0.0103252,0.000713248,0.00579811,0.000463709,0.00069049
437,0.000994078,0.197916001,0.00550523,0.000650738,0.00322002,0.000470627,0.00112107
438,0.000727221,0.211706996,0.0043551,0.000831446,0.00203406,0.000707561,0.00106436
439,0.000497116,0.177728996,0.00587144,0.00124454,0.00144853,0.000820289,0.00212004
440,0.000782825,0.211521,0.0155004,0.002261,0.00122233,0.000711229,0.00269534
441,0.000826192,0.306398004,0.027024001,0.00441247,0.00105706,0.000805618,0.0020065
442,0.000545629,0.287072986,0.016272901,0.00834384,0.000983448,0.000681715,0.000906861
443,0.000596825,0.187980995,0.00249385,0.00925851,0.00092114,0.000505698,0.00049093
444,0.000726943,0.139740005,0.000437833,0.00627039,0.000970103,0.00050981,0.000509025
445,0.000861798,0.171569005,7.39E-05,0.00386569,0.00105046,0.000458158,0.000357755
446,0.000679106,0.172958001,0.000116269,0.00270459,0.00122024,0.000480484,0.00050498
447,0.000811819,0.102706999,0.00012376,0.00231002,0.00150959,0.000949909,0.000784683
448,0.000562835,0.038028799,5.32E-06,0.00217585,0.00182775,0.000975151,0.00114593
449,0.000537742,0.0209755,3.56E-05,0.00235911,0.00217514,0.00134432,0.00107247
450,0.000374898,0.0214651,4.23E-04,0.00285486,0.00262976,0.00177248,0.000847019
451,0.000608115,0.0301075,0.000428625,0.00396813,0.00325532,0.00173713,0.000245423
452,0.00058526,0.033155199,0.000216257,0.00603588,0.00401371,0.0016055,0.000314212
453,0.000695008,0.0245069,0.0037135,0.0096412,0.00500292,0.00136594,0.000307853
454,0.000804989,0.0118358,0.0200979,0.0144385,0.00621619,0.00108145,0.000282435
455,0.00104314,0.00624402,0.024737399,0.0173818,0.0077041,0.0012958,0.000202566
456,0.00109383,0.00534912,0.00802607,0.016159501,0.00963184,0.00105045,0.000327712
457,0.00116134,0.00696028,0.000309382,0.0129862,0.0117791,0.0015934,0.000554593
458,0.000589825,0.00895543,8.80E-05,0.0102862,0.0158363,0.00231497,0.000697622
459,0.000792774,0.00853801,2.22E-05,0.00878195,0.0220061,0.0038811,0.000407856
460,0.000694791,0.00524611,7.15E-08,0.00834265,0.031666499,0.006991,0.000577205
461,0.000660619,0.00285288,2.11E-05,0.00869342,0.047813099,0.0100203,0.000467889
462,0.000649666,0.00185609,4.25E-07,0.0100004,0.074361503,0.0101864,0.000341241
463,0.00110697,0.00176071,4.90E-05,0.0127395,0.119781002,0.00789606,0.000219721
464,0.00139239,0.00220606,4.80E-05,0.0168532,0.192049995,0.00532261,0.00033966
465,0.00172079,0.00285527,1.00E-10,0.02022,0.287281007,0.00397047,0.000448143
466,0.00218335,0.00307158,7.84E-05,0.019063801,0.397798002,0.00323085,0.000534864
467,0.00222956,0.00265361,5.98E-06,0.0139533,0.497868001,0.00311263,0.000718494
468,0.00161642,0.00168344,1.00E-10,0.00937962,0.602047026,0.00326403,0.00065379
469,0.0013579,0.00102056,0.000124522,0.0060938,0.757714987,0.00367703,0.000675412
470,0.00127024,0.000747443,1.95E-05,0.00424219,0.882490993,0.00466518,0.000564882
471,0.00123501,0.00092219,1.00E-10,0.00312455,0.928987026,0.00645583,0.000395058
472,0.00129299,0.00109649,9.20E-05,0.00246494,0.939561009,0.00933408,0.000312984
473,0.00138527,0.00134678,0.000346277,0.002104,0.944984972,0.0139459,0.000245468
474,0.001922,0.00135722,0.00129844,0.0019188,0.951985002,0.0186399,0.000250493
475,0.00281073,0.00122695,0.00211985,0.00185619,0.955973983,0.02101,0.000231818
476,0.00485398,0.00101585,0.00427955,0.00185175,0.960970998,0.0196534,0.000480168
477,0.0084487,0.000767071,0.0153142,0.00189679,0.963424027,0.0162785,0.000603573
478,0.0113686,0.000423329,0.029917501,0.00201219,0.963571012,0.0128307,0.000808492
479,0.0113528,0.000570569,0.027041901,0.00217295,0.962400019,0.0106523,0.00093388
480,0.00843332,0.000726011,0.0136553,0.00246105,0.961291015,0.00951942,0.000860881
481,0.00562796,0.000802097,0.00792415,0.00289705,0.959914029,0.00953842,0.00080808
482,0.00414135,0.000917288,0.00695826,0.00337837,0.959433019,0.0107039,0.000514486
483,0.00355892,0.000957445,0.00812967,0.00392394,0.96004802,0.012976,0.000368919
484,0.00314872,0.000772407,0.0112459,0.00459618,0.960247993,0.0167876,0.000424282
485,0.00328851,0.000543832,0.0145561,0.00524812,0.959662974,0.021782501,0.000434577
486,0.00365087,0.000578893,0.0150684,0.0062006,0.959712029,0.024681199,0.000459583
487,0.00448515,0.000515069,0.0120281,0.00745861,0.961304009,0.0225066,0.000659685
488,0.00577052,0.000551965,0.00840004,0.00892099,0.963824987,0.0166946,0.000850604
489,0.00824347,0.000547257,0.00590948,0.0106555,0.965318024,0.0110042,0.00119598
490,0.0119074,0.000590856,0.00450709,0.0125991,0.966449022,0.00701618,0.00174499
491,0.016445899,0.000833103,0.00402659,0.0157231,0.96845299,0.00500412,0.00216093
492,0.020295,0.000768953,0.00416559,0.020738101,0.970885992,0.00371916,0.00221088
493,0.020811399,0.000797256,0.00469938,0.027594101,0.972366989,0.00308625,0.001951
494,0.018145399,0.000610665,0.00605601,0.0379568,0.972855985,0.0026111,0.00161534
495,0.0149141,0.000563586,0.00853024,0.054128099,0.971211016,0.00237091,0.00126791
496,0.0121585,0.000543888,0.0124788,0.079099499,0.971117973,0.00220978,0.001172
497,0.010757,0.000592037,0.0159787,0.109117001,0.969658017,0.0022676,0.00116702
498,0.0101602,0.000734941,0.0171191,0.161337003,0.970174015,0.00240186,0.00125902
499,0.0104414,0.000782028,0.0153385,0.234946996,0.970961988,0.00254738,0.00172947
500,0.0117974,0.000874947,0.012349,0.327114999,0.971427977,0.00268539,0.00259231
501,0.0142002,0.000936336,0.0100542,0.431663007,0.972508013,0.00303004,0.00415507
502,0.017962901,0.000813223,0.00896775,0.51323998,0.972774029,0.00335558,0.00735033
503,0.0226149,0.000680218,0.00859856,0.629453003,0.972513974,0.00367908,0.0112254
504,0.024782199,0.000661771,0.00930353,0.76868701,0.972902,0.00416216,0.013048
505,0.022646699,0.000678148,0.0105755,0.871967971,0.972636998,0.00470403,0.0111868
506,0.017576599,0.000835485,0.0122748,0.912258983,0.972841024,0.00539016,0.00777598
507,0.0121756,0.00109868,0.0138027,0.923869014,0.97211498,0.00620669,0.00546791
508,0.00840736,0.00129207,0.0142439,0.931137025,0.973188996,0.00713022,0.00422747
509,0.00600334,0.00118622,0.0133969,0.939100027,0.973249018,0.00818547,0.00358017
510,0.00464451,0.00106965,0.011679,0.945218027,0.972989976,0.00971711,0.0035322
511,0.00379419,0.000930518,0.00992269,0.950259984,0.971886992,0.0114695,0.00359265
512,0.0031972,0.000783208,0.0086362,0.95449698,0.972709,0.0139603,0.00413666
513,0.00294752,0.000741447,0.00784391,0.957204998,0.97150898,0.017422,0.0049853
514,0.00272134,0.00069155,0.00741997,0.958293021,0.970650017,0.0221649,0.0066134
515,0.00274356,0.000952074,0.00760753,0.959797978,0.96895498,0.029074199,0.00918985
516,0.00271121,0.00120995,0.00792151,0.960412025,0.968706012,0.038369101,0.0128544
517,0.00282764,0.00157552,0.00870715,0.961996019,0.969734013,0.0529835,0.0178388
518,0.00297978,0.00202904,0.00966114,0.963084996,0.971418023,0.074865401,0.0222164
519,0.00314042,0.00232518,0.0104814,0.963913977,0.972581029,0.107951999,0.023881
520,0.0034316,0.0020853,0.0110627,0.965009987,0.975079,0.157196999,0.022280799
521,0.00384051,0.00173237,0.0111478,0.964614987,0.978076994,0.226707995,0.0188471
522,0.00430335,0.00145087,0.0108083,0.963477015,0.980459988,0.307826012,0.0159487
523,0.00477149,0.00125714,0.0100808,0.962275982,0.981599987,0.403822988,0.0135495
524,0.00521633,0.00121084,0.00935698,0.961808026,0.981477976,0.502126992,0.0121946
525,0.00588578,0.00124963,0.00871897,0.962779999,0.981221974,0.614660025,0.0118367
526,0.00663332,0.00158156,0.00828656,0.964672983,0.981283009,0.735332012,0.0122788
527,0.00745424,0.00215201,0.0081743,0.966930985,0.979062021,0.838431001,0.0136456
528,0.00858588,0.00311047,0.00828006,0.970616996,0.976722002,0.914906025,0.0160168
529,0.00991618,0.00437082,0.00865221,0.972124994,0.975615025,0.95094198,0.0194942
530,0.0114736,0.00528663,0.00931646,0.97338903,0.975676,0.963281989,0.024392501
531,0.0134653,0.00548074,0.010265,0.973356009,0.975351989,0.966744006,0.0290705
532,0.016307401,0.00495581,0.0116382,0.971889973,0.975535989,0.971350014,0.030459801
533,0.0200847,0.00411037,0.0131168,0.970642984,0.976553023,0.971412003,0.0272735
534,0.0255704,0.00340504,0.0152811,0.969587028,0.978532016,0.974563003,0.020983201
535,0.032645401,0.00313474,0.0175342,0.968349993,0.98081398,0.974722981,0.0149396
