wavelength,zt532rdc,zt594rdc,zt670rdc-xxrxt,zt491rdc,zt458rdc,zt514rdc,zt561rdc
536,0.0433111,0.00324145,0.0197533,0.968922973,0.981873989,0.972427011,0.0107604
537,0.059455801,0.00385628,0.0213813,0.968798995,0.98210597,0.969704986,0.00799893
538,0.083363898,0.00538654,0.022555601,0.969563007,0.982622981,0.970713019,0.00619662
539,0.118267,0.0084979,0.0224551,0.970480025,0.982475996,0.970583022,0.00497929
540,0.168697,0.0142406,0.021495501,0.970960975,0.982379973,0.970812976,0.00432559
541,0.235177994,0.020076601,0.0198045,0.971463025,0.982667029,0.972338021,0.00392084
542,0.312530994,0.0210697,0.017747,0.972193003,0.982683003,0.972835004,0.00356518
543,0.405889988,0.0158839,0.015714999,0.971637011,0.983031988,0.974749029,0.0034144
544,0.506878018,0.00963552,0.0139957,0.972012997,0.982514024,0.978307009,0.00345048
545,0.62105298,0.00578662,0.0124556,0.972232997,0.981994987,0.980545998,0.00345539
546,0.742223024,0.00417758,0.011216,0.972925007,0.982930005,0.979502976,0.00361479
547,0.852693021,0.00346388,0.0102177,0.973604023,0.98269397,0.978619993,0.00375805
548,0.924641013,0.00331698,0.00971333,0.97418803,0.98300302,0.975546002,0.00402019
549,0.955061972,0.00372236,0.00927207,0.975507021,0.983209014,0.97508198,0.00432649
550,0.964039028,0.00482208,0.00912205,0.977307022,0.983776987,0.974489987,0.00476412
551,0.966922998,0.00743624,0.00907531,0.977921009,0.983778,0.974651992,0.00522657
552,0.969330013,0.0131541,0.00914499,0.977575004,0.983898997,0.974156022,0.00574751
553,0.971078992,0.0229785,0.00932828,0.977075994,0.984153986,0.973719001,0.00633221
554,0.972371995,0.032393102,0.00925851,0.97686398,0.983049989,0.973577023,0.00700724
555,0.97339797,0.0295237,0.00913027,0.975907981,0.981949985,0.972432971,0.0077744
556,0.974030972,0.0177348,0.00885069,0.975233018,0.981290996,0.97341001,0.00878671
557,0.974659026,0.00935645,0.00833334,0.975001991,0.98110503,0.973972023,0.0098157
558,0.97477901,0.00580608,0.00778723,0.975220025,0.981936991,0.975413024,0.0111495
559,0.97400099,0.00424166,0.00699358,0.974858999,0.981621027,0.975758016,0.0129852
560,0.972743988,0.00366941,0.00641918,0.975741029,0.981348991,0.975495994,0.0154053
561,0.973819971,0.00378163,0.00584945,0.97664398,0.981756985,0.975148022,0.018557001
562,0.974940002,0.00452172,0.00534711,0.978097022,0.98190099,0.974929988,0.0226654
563,0.975798011,0.0059343,0.00514746,0.97842598,0.983458996,0.977002025,0.028480999
564,0.975854993,0.010061,0.00506431,0.979291975,0.983662009,0.977059007,0.0368632
565,0.974958003,0.019892,0.0050733,0.980067015,0.983699977,0.977831006,0.048722401
566,0.973643005,0.033451099,0.0052243,0.978691995,0.982967973,0.977029979,0.065712303
567,0.973452985,0.0369782,0.00558375,0.978444993,0.982662022,0.976220012,0.088799298
568,0.972862005,0.0256551,0.00605955,0.978748024,0.981323004,0.976319015,0.123737
569,0.972972989,0.0123269,0.00682305,0.977984011,0.981437981,0.976585984,0.172494993
570,0.973550975,0.00573581,0.00794507,0.976445973,0.982066989,0.975905001,0.234758005
571,0.974942982,0.00331667,0.00914956,0.976054013,0.982379973,0.974573016,0.311235994
572,0.976225019,0.0022766,0.0104074,0.975444973,0.981724024,0.974157989,0.397698998
573,0.977564991,0.00178129,0.0114452,0.975405991,0.98278898,0.974511981,0.491822988
574,0.978363991,0.00151021,0.011887,0.976406991,0.982886016,0.973609984,0.590263009
575,0.978963017,0.0013757,0.0116095,0.976963997,0.983070016,0.973478973,0.702418029
576,0.979129016,0.00132021,0.0108083,0.977711976,0.983402014,0.975674987,0.805541992
577,0.97853899,0.00122071,0.00964684,0.979493976,0.983240008,0.976611018,0.882255018
578,0.977949977,0.00124465,0.00839575,0.979644001,0.984354973,0.977061987,0.927444994
579,0.977452993,0.00135026,0.00741189,0.980319977,0.984021008,0.977086008,0.947642982
580,0.977087021,0.00152221,0.00660817,0.981233001,0.984887004,0.977541983,0.954463005
581,0.977156997,0.00162537,0.00591535,0.981213987,0.984516978,0.977348983,0.957458973
582,0.97784698,0.00180718,0.00553929,0.980944991,0.984395981,0.977654994,0.957557976
583,0.977849007,0.00213554,0.00526477,0.980666995,0.983946979,0.976809978,0.957956016
584,0.978439987,0.0023311,0.00516182,0.980323017,0.983695984,0.975498974,0.961208999
585,0.979362011,0.0026148,0.0052793,0.979893982,0.983013988,0.975845993,0.961899996
586,0.979516029,0.00309751,0.00536206,0.979674995,0.982928991,0.976161003,0.964707971
587,0.980787992,0.00347259,0.00562487,0.979707003,0.982753992,0.976298988,0.965031981
588,0.981561005,0.0039889,0.00611996,0.979939997,0.980795979,0.977712989,0.965727985
589,0.981962025,0.00459854,0.00675478,0.979627013,0.980436981,0.978693008,0.966103971
590,0.981034994,0.00560147,0.00779694,0.979880989,0.980027974,0.979443014,0.964856982
591,0.980723023,0.00645192,0.00913568,0.980042994,0.979350984,0.980287015,0.967212021
592,0.980352998,0.00752615,0.0109847,0.979757011,0.979170024,0.981558025,0.968236029
593,0.977995992,0.00957551,0.0134571,0.979988992,0.978601992,0.979771972,0.970933974
594,0.979057014,0.0120459,0.016870599,0.979909003,0.97785598,0.978762984,0.969012976
595,0.980723023,0.016083499,0.0201518,0.979668021,0.978052974,0.976332009,0.967179
596,0.980143011,0.021854499,0.0228038,0.979375005,0.977571011,0.974956989,0.968352973
597,0.979258001,0.0311381,0.024421399,0.979174972,0.977352977,0.973945022,0.966154993
598,0.977405012,0.046187799,0.0236634,0.979224026,0.976538002,0.974420011,0.964713991
599,0.981025994,0.071246497,0.0212934,0.978877008,0.977648973,0.973533988,0.96488899
600,0.980386972,0.112323999,0.018175401,0.978779972,0.977389991,0.974694014,0.965689003
601,0.981194019,0.180373996,0.0154449,0.978806019,0.976988971,0.977621973,0.965439975
602,0.981764972,0.279751986,0.0125017,0.978627026,0.977331996,0.980714023,0.969265997
603,0.981719017,0.374114007,0.0104985,0.979030013,0.978958011,0.982375026,0.972811997
604,0.982034981,0.462217987,0.0091513,0.979595006,0.97941798,0.982702971,0.973721981
605,0.982924998,0.544146001,0.00822255,0.979367971,0.979462981,0.982351005,0.975682974
606,0.982671022,0.655653,0.0074457,0.979202986,0.980165005,0.982159972,0.977651
607,0.983326018,0.799120009,0.00707115,0.979287982,0.979937971,0.982245028,0.977827013
608,0.982867002,0.90723902,0.00690903,0.97964102,0.980512023,0.983183026,0.979005992
609,0.984028995,0.944808006,0.00720109,0.980063975,0.98042798,0.98308301,0.978206992
610,0.986356974,0.952091992,0.00783271,0.980565012,0.981958985,0.983301997,0.975076973
611,0.987260997,0.95866102,0.00914628,0.980455995,0.981791019,0.981635988,0.978555024
612,0.98873502,0.965799987,0.0111284,0.980359972,0.981700003,0.980876029,0.976662993
613,0.989628017,0.970465004,0.0127667,0.979653001,0.982158005,0.979867995,0.974941015
614,0.989874005,0.972786009,0.0139898,0.978510976,0.981378973,0.979718029,0.975507975
615,0.989136994,0.974202991,0.016212,0.979231,0.980994999,0.981222987,0.975485981
616,0.987878978,0.975647986,0.0206795,0.979717016,0.981411994,0.981844008,0.975112021
617,0.986778975,0.97616601,0.025888599,0.980140984,0.981862009,0.982662022,0.977029979
618,0.985468984,0.976074994,0.028182,0.979749978,0.98221302,0.983941972,0.979472995
619,0.984203994,0.975476027,0.024418799,0.980302989,0.981806993,0.984202981,0.978883982
620,0.983155012,0.974856019,0.0173862,0.980937004,0.982285023,0.98675698,0.978298008
621,0.982335985,0.97320497,0.0109865,0.981751025,0.982178986,0.98545301,0.978061974
622,0.981194019,0.975006998,0.00701767,0.982128978,0.982419014,0.983759999,0.979507983
623,0.981585979,0.976006985,0.00464831,0.982536972,0.982477009,0.985324979,0.979682982
624,0.982581019,0.976840019,0.00331698,0.982725024,0.982845008,0.984623015,0.978250027
625,0.983106971,0.976969004,0.00242157,0.983735025,0.983039021,0.98427701,0.980122983
626,0.983120024,0.975722015,0.00183175,0.983412981,0.983129978,0.984003007,0.975350976
627,0.983985007,0.97428298,0.00145244,0.983573973,0.982837021,0.984384,0.979359984
628,0.984623015,0.972283006,0.00115648,0.983051002,0.981182992,0.985006988,0.977769971
629,0.985270023,0.971566975,0.000952335,0.98268503,0.979986012,0.985028982,0.97754699
630,0.985040009,0.971979976,0.000899327,0.982761025,0.979196012,0.983229995,0.980854988
631,0.985094011,0.972738981,0.000800636,0.983098984,0.977648973,0.983438015,0.979952991
632,0.984660983,0.973782003,0.000688534,0.982012987,0.976723015,0.983298004,0.977379024
633,0.984649003,0.975273013,0.000636267,0.980854988,0.976795971,0.983918011,0.978241026
634,0.98486501,0.977308989,0.000585458,0.980458975,0.975794971,0.983130991,0.977069974
635,0.985156,0.977925003,0.000481086,0.980315983,0.975099981,0.984592021,0.977429986
636,0.985358,0.977871001,0.000511656,0.979709029,0.975808024,0.984160006,0.977068007
637,0.985444009,0.977590978,0.000496199,0.978801012,0.976695001,0.983353019,0.976647973
638,0.985114992,0.974335015,0.000522231,0.97793299,0.977919996,0.984018981,0.974869013
639,0.985292971,0.97249198,0.000449586,0.977402985,0.978974998,0.984516978,0.975116014
640,0.985547006,0.971184015,0.000492733,0.977514982,0.980701983,0.985301018,0.975206971
641,0.985858023,0.971777976,0.00051464,0.976795971,0.98022902,0.981118977,0.975063026
642,0.986544013,0.973424971,0.000459938,0.976697981,0.98190701,0.983081996,0.97714901
643,0.986687005,0.975683987,0.000488658,0.976532996,0.982518971,0.982913017,0.976970971
644,0.98714,0.977230012,0.000475387,0.97626102,0.982079983,0.982029021,0.978628993
645,0.98755002,0.979112983,0.000414288,0.977123976,0.981755018,0.980315983,0.980836987
646,0.986936986,0.980561018,0.000463536,0.976713002,0.981042981,0.979501009,0.982487977
647,0.986934006,0.981231987,0.000491014,0.976822019,0.980660975,0.98031801,0.983066976
648,0.986422002,0.980077982,0.000625107,0.976770997,0.980149984,0.981832981,0.983435988
649,0.985567987,0.978277981,0.000627544,0.977014005,0.978510976,0.982698023,0.984169006
650,0.985575974,0.975998998,0.000731712,0.977406025,0.977105021,0.983812988,0.983852029
651,0.984898984,0.974622011,0.000823663,0.977141023,0.974744022,0.984614015,0.982164979
652,0.98475498,0.973466992,0.000873272,0.978323996,0.97209698,0.984965026,0.980587006
653,0.984516978,0.973707974,0.000939687,0.979094028,0.969460011,0.985249996,0.981207013
654,0.98426801,0.975104988,0.00100501,0.979596972,0.968424022,0.986279011,0.980714977
655,0.985180974,0.974973023,0.00129197,0.980279028,0.967869997,0.986575007,0.978248
656,0.986118019,0.97667098,0.00139761,0.980475008,0.967366993,0.986343026,0.978227973
657,0.986508012,0.979007006,0.00171732,0.980985999,0.966445982,0.985692024,0.977403998
658,0.986827016,0.980570018,0.00197063,0.981440008,0.966241002,0.985427022,0.977907002
659,0.987254977,0.982168019,0.00232602,0.980189979,0.967518985,0.985319018,0.978799999
660,0.987304986,0.982142985,0.00274883,0.980756998,0.967817008,0.984836996,0.980060995
661,0.987640977,0.982677996,0.00340612,0.980772018,0.968442023,0.984889984,0.980291009
662,0.988669991,0.98241502,0.00416787,0.979691029,0.968333006,0.98436898,0.981751025
663,0.988364995,0.981685996,0.00509212,0.979413986,0.968946993,0.984157026,0.982232988
664,0.988228977,0.981374979,0.00622075,0.979525983,0.96944201,0.984246016,0.982225001
665,0.988211989,0.980166972,0.00754627,0.979110003,0.968545973,0.984346986,0.981384993
666,0.987859011,0.980206013,0.0092335,0.978130996,0.967297971,0.984719992,0.981621027
667,0.988273978,0.979342997,0.0111852,0.978742003,0.966404021,0.984655976,0.980543017
668,0.98743099,0.979296982,0.0133276,0.979577005,0.964769006,0.984007001,0.980039001
669,0.987275004,0.979809999,0.0156934,0.978667021,0.963521004,0.983621001,0.980049014
670,0.986936986,0.980026007,0.018450201,0.978398025,0.961600006,0.983415008,0.979744971
671,0.986307025,0.98022902,0.021419499,0.979749024,0.958814025,0.982730985,0.979063988
672,0.986509979,0.979678988,0.0244404,0.979647994,0.956719995,0.983298004,0.978069007
673,0.986280978,0.979366004,0.027620001,0.981823027,0.955052972,0.982267022,0.977937996
674,0.986102998,0.979267001,0.031335,0.982957006,0.954140007,0.981167018,0.978294015
675,0.986325026,0.978690982,0.035020899,0.983319998,0.952270985,0.981352985,0.981456995
676,0.987941027,0.978842974,0.039244801,0.983897984,0.950802982,0.981418014,0.981042981
677,0.988561988,0.979786992,0.0439815,0.98280102,0.949878991,0.982327998,0.98062098
678,0.987030029,0.980897009,0.050102301,0.981571019,0.946334004,0.982424021,0.985256016
679,0.988623977,0.982255995,0.0581365,0.980957985,0.944323003,0.981801987,0.98438102
680,0.989338994,0.983335018,0.066523403,0.978950977,0.939679027,0.981471002,0.983850002
681,0.988113999,0.984210014,0.0765118,0.977717996,0.932627022,0.981265008,0.982366025
682,0.987410009,0.985940993,0.089660801,0.97586298,0.924403012,0.981127024,0.981096029
683,0.988017976,0.986265004,0.105057999,0.975368977,0.913057983,0.98211199,0.983407021
684,0.988294005,0.986488998,0.123717003,0.973922014,0.900766015,0.982959986,0.98406601
685,0.988741994,0.986073017,0.147938997,0.973065019,0.885281026,0.982913971,0.983074009
686,0.988325,0.985256016,0.175459996,0.972796023,0.867161989,0.983475029,0.982738018
687,0.98841399,0.984881997,0.208137006,0.973232985,0.85007602,0.984227002,0.981935024
688,0.988359988,0.984103024,0.247507006,0.973021984,0.833437979,0.984560013,0.981031001
689,0.988384008,0.983560026,0.288215011,0.973892987,0.813067019,0.986585021,0.981444001
690,0.988144994,0.982616007,0.331146985,0.974996984,0.796656013,0.986616015,0.981206
691,0.988281012,0.983534992,0.375111997,0.975597978,0.779863,0.984937012,0.981739998
692,0.988294005,0.983134985,0.413899004,0.977607012,0.765398979,0.98406601,0.982779026
693,0.987604976,0.984866977,0.447308987,0.978067994,0.750799,0.984597027,0.981996
694,0.986759007,0.985491991,0.473724991,0.980067015,0.73645997,0.984380007,0.983358979
695,0.985927999,0.988049984,0.492651999,0.980763972,0.726235986,0.984131992,0.982249022
696,0.98587501,0.987590015,0.507019997,0.981155992,0.716250002,0.984386981,0.982904971
