wavelength,zt532rdc,zt594rdc,zt633rdc,zt491rdc,zt458rdc,zt514rdc,zt561rdc,,,,,
663,0.988364995,0.981685996,0.974478006,0.979413986,0.968946993,0.984157026,0.982232988,,,,,
664,0.988228977,0.981374979,0.971549988,0.979525983,0.96944201,0.984246016,0.982225001,,,,,
665,0.988211989,0.980166972,0.970323026,0.979110003,0.968545973,0.984346986,0.981384993,,,,,
666,0.987859011,0.980206013,0.970875978,0.978130996,0.967297971,0.984719992,0.981621027,,,,,
667,0.988273978,0.979342997,0.971222997,0.978742003,0.966404021,0.984655976,0.980543017,,,,,
668,0.98743099,0.979296982,0.971399009,0.979577005,0.964769006,0.984007001,0.980039001,,,,,
669,0.987275004,0.979809999,0.971903026,0.978667021,0.963521004,0.983621001,0.980049014,,,,,
670,0.986936986,0.980026007,0.972535014,0.978398025,0.961600006,0.983415008,0.979744971,,,,,
671,0.986307025,0.98022902,0.973604023,0.979749024,0.958814025,0.982730985,0.979063988,,,,,
672,0.986509979,0.979678988,0.974250972,0.979647994,0.956719995,0.983298004,0.978069007,,,,,
673,0.986280978,0.979366004,0.976894975,0.981823027,0.955052972,0.982267022,0.977937996,,,,,
674,0.986102998,0.979267001,0.976936996,0.982957006,0.954140007,0.981167018,0.978294015,,,,,
675,0.986325026,0.978690982,0.978936017,0.983319998,0.952270985,0.981352985,0.981456995,,,,,
676,0.987941027,0.978842974,0.980581999,0.983897984,0.950802982,0.981418014,0.981042981,,,,,
677,0.988561988,0.979786992,0.981311977,0.98280102,0.949878991,0.982327998,0.98062098,,,,,
678,0.987030029,0.980897009,0.982129991,0.981571019,0.946334004,0.982424021,0.985256016,,,,,
679,0.988623977,0.982255995,0.981480002,0.980957985,0.944323003,0.981801987,0.98438102,,,,,
680,0.989338994,0.983335018,0.980390012,0.978950977,0.939679027,0.981471002,0.983850002,,,,,
681,0.988113999,0.984210014,0.97973001,0.977717996,0.932627022,0.981265008,0.982366025,,,,,
682,0.987410009,0.985940993,0.981010973,0.97586298,0.924403012,0.981127024,0.981096029,,,,,
683,0.988017976,0.986265004,0.982927024,0.975368977,0.913057983,0.98211199,0.983407021,,,,,
684,0.988294005,0.986488998,0.982267022,0.973922014,0.900766015,0.982959986,0.98406601,,,,,
685,0.988741994,0.986073017,0.980476975,0.973065019,0.885281026,0.982913971,0.983074009,,,,,
686,0.988325,0.985256016,0.979861021,0.972796023,0.867161989,0.983475029,0.982738018,,,,,
687,0.98841399,0.984881997,0.980579972,0.973232985,0.85007602,0.984227002,0.981935024,,,,,
688,0.988359988,0.984103024,0.980057001,0.973021984,0.833437979,0.984560013,0.981031001,,,,,
689,0.988384008,0.983560026,0.980278015,0.973892987,0.813067019,0.986585021,0.981444001,,,,,
690,0.988144994,0.982616007,0.980351985,0.974996984,0.796656013,0.986616015,0.981206,,,,,
691,0.988281012,0.983534992,0.980861008,0.975597978,0.779863,0.984937012,0.981739998,,,,,
692,0.988294005,0.983134985,0.983045995,0.977607012,0.765398979,0.98406601,0.982779026,,,,,
693,0.987604976,0.984866977,0.983996987,0.978067994,0.750799,0.984597027,0.981996,,,,,
694,0.986759007,0.985491991,0.984462023,0.980067015,0.73645997,0.984380007,0.983358979,,,,,
695,0.985927999,0.988049984,0.984368026,0.980763972,0.726235986,0.984131992,0.982249022,,,,,
696,0.98587501,0.987590015,0.984408021,0.981155992,0.716250002,0.984386981,0.982904971,,,,,
697,0.985988975,0.988345981,0.984803021,0.982551992,0.70707798,0.98307699,0.983758986,,,,,
698,0.985400021,0.989063978,0.983458996,0.982335985,0.697978973,0.983273029,0.983708978,,,,,
699,0.985394001,0.988322973,0.980373025,0.981649995,0.69214201,0.982279003,0.984758973,,,,,
700,0.984640002,0.988048017,0.979170024,0.980162024,0.686140001,0.981841028,0.983743012,,,,,
701,0.984484017,0.987258017,0.979669988,0.978295028,0.68254298,0.981472015,0.983639002,,,,,
702,0.983868003,0.986796021,0.978657007,0.976857007,0.678386986,0.981685996,0.984692991,,,,,
703,0.983074009,0.985094011,0.976509988,0.97370398,0.677614987,0.983519018,0.981673002,,,,,
704,0.982450008,0.984120011,0.97656101,0.969986022,0.678591013,0.984102011,0.981595993,,,,,
705,0.982964993,0.98338002,0.976983011,0.969088972,0.682259023,0.983411014,0.982562006,,,,,
706,0.982473016,0.981831014,0.979267001,0.966476977,0.687035024,0.983990014,0.980763018,,,,,
707,0.983401,0.981593013,0.979125977,0.963681996,0.693039,0.984314024,0.979103982,,,,,
708,0.984156013,0.981046975,0.979210973,0.962189019,0.699307024,0.984540999,0.980850995,,,,,
709,0.985035002,0.981818974,0.980619013,0.961485982,0.703170002,0.985099971,0.979987979,,,,,
710,0.986701012,0.98277998,0.980270028,0.961682022,0.703171015,0.984993994,0.981990993,,,,,
711,0.98743999,0.984705985,0.980518997,0.962028027,0.695324004,0.984201014,0.982230008,,,,,
712,0.988063991,0.98685497,0.981217027,0.961158991,0.679364979,0.982773006,0.983605027,,,,,
713,0.988417029,0.988523006,0.980776012,0.962936997,0.650638998,0.982025027,0.982833982,,,,,
714,0.988129973,0.988974988,0.98189503,0.964456022,0.614871025,0.980919003,0.983119011,,,,,
715,0.988135993,0.989196002,0.983484983,0.965636015,0.577238023,0.981091022,0.983394027,,,,,
716,0.98793,0.988660991,0.98357302,0.96607703,0.539049983,0.980996013,0.983044028,,,,,
717,0.987712026,0.988026977,0.984282017,0.967292011,0.501904011,0.980346024,0.983663976,,,,,
718,0.987393975,0.986329973,0.984903991,0.967952013,0.464356005,0.980270028,0.984242022,,,,,
719,0.986370981,0.983776987,0.985737979,0.967528999,0.436984003,0.980412006,0.983566999,,,,,
720,0.986042976,0.983362019,0.984668016,0.967257023,0.416785002,0.980443001,0.983907998,,,,,
721,0.985521972,0.983484983,0.986532986,0.966795027,0.401964992,0.979574978,0.984519005,,,,,
722,0.984201014,0.982140005,0.986654997,0.96508199,0.392158002,0.980493009,0.984542012,,,,,
723,0.982962012,0.980970979,0.987720013,0.963892996,0.387288988,0.980892003,0.983668983,,,,,
724,0.982249022,0.983636022,0.987899005,0.961224973,0.387093991,0.981932998,0.983703017,,,,,
725,0.981378973,0.984929979,0.988249004,0.959098995,0.393550009,0.981993973,0.983340025,,,,,
726,0.981440008,0.982870996,0.987200975,0.956113994,0.40406701,0.98258698,0.983437002,,,,,
727,0.982083023,0.983323991,0.986805022,0.952754021,0.418817014,0.983794987,0.983599007,,,,,
728,0.982442021,0.984010994,0.985670984,0.949315012,0.439233005,0.982913017,0.984227002,,,,,
729,0.982998013,0.982988,0.984319985,0.947507024,0.466331005,0.983151019,0.984300971,,,,,
730,0.983271003,0.983138025,0.983735979,0.944702983,0.511855006,0.983554006,0.983564973,,,,,
731,0.984386981,0.983250976,0.983143985,0.941914976,0.572655022,0.983218014,0.984178007,,,,,
732,0.984269023,0.982845008,0.98032099,0.940035999,0.648371994,0.981257021,0.982662022,,,,,
733,0.984264016,0.983633995,0.980970025,0.937968016,0.693356991,0.98151201,0.983240008,,,,,
734,0.984917998,0.983920991,0.98202002,0.936595023,0.666745007,0.977590024,0.982385993,,,,,
735,0.985768974,0.981849015,0.981450975,0.933588982,0.58899498,0.976173997,0.983923972,,,,,
736,0.985924006,0.982464015,0.982132018,0.928885996,0.492228001,0.974918008,0.983525991,,,,,
737,0.985674977,0.98310101,0.981261015,0.924224019,0.397193015,0.973001003,0.983752012,,,,,
738,0.985403001,0.983033001,0.981501997,0.918331027,0.340368986,0.971279025,0.982936025,,,,,
739,0.984197974,0.983346999,0.981869996,0.910624981,0.299035013,0.971774995,0.982069016,,,,,
740,0.982801974,0.985728979,0.982819021,0.900492013,0.263891011,0.969951987,0.980184019,,,,,
741,0.982189,0.985827982,0.98488301,0.888255,0.229231998,0.968779027,0.979008019,,,,,
742,0.980561972,0.986599982,0.984005988,0.875512004,0.204392001,0.967579007,0.977769017,,,,,
743,0.979726017,0.986268997,0.985121012,0.861724973,0.183302999,0.966962993,0.977326989,,,,,
744,0.979009986,0.987488985,0.985725999,0.845694005,0.164789006,0.968005002,0.977400005,,,,,
745,0.978361011,0.988361001,0.985554993,0.831461012,0.148922995,0.969753027,0.978610992,,,,,
746,0.977931976,0.989592016,0.985540986,0.812363982,0.137235999,0.970546007,0.978321016,,,,,
747,0.977697015,0.990432978,0.984972,0.797509015,0.129074007,0.971269011,0.977860987,,,,,
748,0.976823986,0.987079024,0.984242976,0.784135997,0.123251997,0.972729027,0.978224993,,,,,
749,0.976269007,0.985984981,0.983527005,0.767780006,0.119009003,0.972970009,0.97805202,,,,,
750,0.976601005,0.983794987,0.983740985,0.753826022,0.117255002,0.972090006,0.978582025,,,,,
751,0.97763598,0.983928978,0.984227002,,,0.972922981,0.979273975,,,,,
752,0.977898002,0.984425008,0.983322024,,,0.972015977,0.979997993,,,,,
753,0.978850007,0.983821988,0.98328203,,,0.971430004,0.981069028,,,,,
754,0.979770005,0.981348991,0.981880009,,,0.970865011,0.979988992,,,,,
755,0.980301023,0.980589986,0.982499003,,,0.970521986,0.980960011,,,,,
756,0.980993986,0.98229301,0.983705997,,,0.968990982,0.981384993,,,,,
757,0.982035995,0.982887983,0.983215988,,,0.967705011,0.980965018,,,,,
758,0.982805014,0.981687009,0.984040976,,,0.964923978,0.981275976,,,,,
759,0.98357302,0.983434021,0.984147012,,,0.962216973,0.983328998,,,,,
760,0.983105004,0.98515898,0.983749986,,,0.959226012,0.980727971,,,,,
761,0.981329024,0.986347973,0.984838009,,,0.958553016,0.979404986,,,,,
762,0.979806006,0.985427976,0.984808981,,,0.955470026,0.978917003,,,,,
763,0.977931023,0.98584199,0.985385001,,,0.955619991,0.979113996,,,,,
764,0.975986004,0.986308992,0.985132992,,,0.95273,0.978972971,,,,,
765,0.973500013,0.986419976,0.984450996,,,0.953336,0.977752984,,,,,
766,0.97143501,0.986769021,0.984708011,,,0.95363301,0.978079021,,,,,
767,0.969416022,0.98656702,0.984495997,,,0.950681984,0.980548978,,,,,
768,0.967342019,0.985930026,0.983578026,,,0.950972974,0.977572978,,,,,
769,0.965646982,0.986015975,0.983416021,,,0.951436996,0.977895975,,,,,
770,0.964977026,0.987460017,0.983605981,,,0.949639976,0.97724402,,,,,
771,0.963883996,0.98654002,0.984323978,,,0.947649002,0.979129016,,,,,
772,0.963488996,0.986288011,0.985301971,,,0.944764018,0.980337977,,,,,
773,0.963859022,0.985314012,0.986413002,,,0.940261006,0.980440974,,,,,
774,0.964707971,0.985297978,0.986654997,,,0.933418989,0.981588006,,,,,
775,0.96606499,0.985171974,0.986827016,,,0.923712015,0.981930971,,,,,
776,0.967041016,0.986056983,0.986486018,,,0.913528979,0.982152998,,,,,
777,0.968361974,0.986037016,0.986069977,,,0.902898014,0.982568026,,,,,
778,0.970093012,0.985714018,0.98585701,,,0.888499022,0.98360002,,,,,
779,0.971364021,0.986645997,0.985915005,,,0.873923004,0.983934999,,,,,
780,0.972670019,0.985782027,0.985211015,,,0.859045029,0.983434021,,,,,
781,0.973351002,0.987531006,0.984942019,,,0.84385097,0.982905984,,,,,
782,0.973639011,0.986837029,0.986266017,,,0.828202009,0.980723977,,,,,
783,0.973178029,0.985396981,0.985651016,,,0.813490987,0.980162024,,,,,
784,0.972172022,0.987793982,0.986474991,,,0.800354004,0.979094028,,,,,
785,0.970833004,0.988041997,0.985934019,,,0.789528012,0.978514016,,,,,
786,0.969142973,0.986171007,0.987371027,,,0.775438011,0.978689015,,,,,
787,0.966804028,0.985783994,0.988348007,,,0.763276994,0.976517022,,,,,
788,0.963890016,0.986549973,0.987994015,,,0.752204001,0.974882007,,,,,
789,0.961017013,0.987239003,0.987774014,,,0.738985002,0.972568989,,,,,
790,0.958002985,0.984972,0.987603009,,,0.728985012,0.972286999,,,,,
791,0.95508498,0.985126972,0.987704992,,,0.721635997,0.972903013,,,,,
792,0.95175302,0.985569,0.98863101,,,0.714028001,0.973438025,,,,,
793,0.949284971,0.987320006,0.98891598,,,0.706070006,0.971383989,,,,,
794,0.946690023,0.987240016,0.988071024,,,0.699375987,0.97329998,,,,,
795,0.945824981,0.987119973,0.986559987,,,0.694813013,0.975033998,,,,,
796,0.946478009,0.98804599,0.986835003,,,0.690541983,0.975498021,,,,,
797,0.947036028,0.988268971,0.986860991,,,0.691181004,0.976657987,,,,,
798,0.945043027,0.986232996,0.987087011,,,0.690508008,0.975122988,,,,,
799,0.943861008,0.98663801,0.987114012,,,0.691110015,0.976355016,,,,,
800,0.943089008,0.986602008,0.986801028,,,0.693202972,0.976089001,,,,,
801,0.941941023,0.986232996,0.98617202,,,0.696622014,0.977245986,,,,,
802,0.940961003,0.985634983,0.987272024,,,0.700712025,0.978372991,,,,,
803,0.93908298,0.98575598,0.987327993,,,0.70817101,0.977882028,,,,,
804,0.935689986,0.984682977,0.987569988,,,0.715276003,0.977576971,,,,,
805,0.931214988,0.984544992,0.98804301,,,0.721508026,0.975901008,,,,,
806,0.924677014,0.983799994,0.988345981,,,0.725207984,0.973384023,,,,,
807,0.915913999,0.983743012,0.98724103,,,0.725419998,0.972689986,,,,,
808,0.905709028,0.983999014,0.987655997,,,0.718217015,0.970454991,,,,,
809,0.894524992,0.984902024,0.987456024,,,0.70224297,0.969983995,,,,,
810,0.881976008,0.985258996,0.987718999,,,0.67979902,0.969016016,,,,,
811,0.867872,0.985867023,0.989085019,,,0.649096012,0.966407001,,,,,
812,0.853643,0.986082017,0.988678992,,,0.612993002,0.96390897,,,,,
813,0.839003026,0.986128986,0.986737013,,,0.574397027,0.962632,,,,,
814,0.824584007,0.986523986,0.985719979,,,0.538999021,0.961722016,,,,,
815,0.810396016,0.986467004,0.985818982,,,0.507963002,0.960533977,,,,,
816,0.797330976,0.987280011,0.984593987,,,0.480933011,0.958518028,,,,,
817,0.784433007,0.987154007,0.983955979,,,0.458894998,0.958940029,,,,,
818,0.772410989,0.987469971,0.983615994,,,0.441002995,0.958734989,,,,,
819,0.761096001,0.986922026,0.982841015,,,0.429168999,0.95875901,,,,,
820,0.750182986,0.987644017,0.981917977,,,0.421465009,0.958886981,,,,,
821,0.740032017,0.987603009,0.981604993,,,0.418632001,0.961573005,,,,,
822,0.730634987,0.987477005,0.980533004,,,0.419710994,0.963814974,,,,,
823,0.721867025,0.987349987,0.980117023,,,0.424629986,0.964779019,,,,,
824,0.714061022,0.987245977,0.97933197,,,0.432918012,0.965206027,,,,,
825,0.706323028,0.987390995,0.978267014,,,0.44530201,0.964877009,,,,,
826,0.700241029,0.986212015,0.97882998,,,0.462226003,0.965767026,,,,,
827,0.695361972,0.98596698,0.978056014,,,0.482299,0.96569401,,,,,
828,0.691106975,0.98596698,0.981420994,,,0.510456026,0.964222014,,,,,
829,0.688529015,0.986271977,0.981348991,,,0.545684993,0.963207006,,,,,
830,0.686995029,0.985112011,0.979029,,,0.593415022,0.961425006,,,,,
831,0.687435985,0.983964026,0.980139971,,,0.658006012,0.959587991,,,,,
832,0.689372003,0.982765019,0.980623007,,,0.721816003,0.957651019,,,,,
833,0.692483008,0.982034981,0.981769979,,,0.75466001,0.955893993,,,,,
834,0.69698298,0.981621981,0.982551992,,,0.723785996,0.954976022,,,,,
835,0.702546,0.982357025,0.98367101,,,0.628913999,0.952519,,,,,
836,0.709577978,0.983130991,0.985468984,,,0.511547029,0.948922992,,,,,
837,0.715943992,0.982665002,0.987362027,,,0.423045993,0.94737798,,,,,
838,0.720808029,0.981566012,0.988406003,,,0.361961007,0.945201993,,,,,
839,0.721992016,0.98120302,0.988084972,,,0.317324013,0.942381024,,,,,
840,0.718200982,0.980571985,0.988812983,,,0.282660007,0.939554989,,,,,
841,0.707759023,0.98120898,0.987223983,,,0.252184987,0.940048993,,,,,
842,0.690690994,0.981773973,0.987702012,,,0.227951005,0.936672986,,,,,
843,0.665612996,0.982659996,0.986768007,,,0.207782,0.935609996,,,,,
844,0.636914015,0.982802987,0.985275984,,,0.190485001,0.93542999,,,,,
845,0.604921997,0.984833002,0.985248983,,,0.174612999,0.936164975,,,,,
846,0.572318017,0.985337019,0.985732973,,,0.162319005,0.935926974,,,,,
847,0.538043976,0.984901011,0.98466903,,,0.152371004,0.934886992,,,,,
848,0.508777022,0.984107018,0.98357898,,,0.144121006,0.936468005,,,,,
849,0.483743012,0.985022008,0.982698023,,,0.137807995,0.933269978,,,,,
850,0.461221009,0.984983027,0.981197,,,0.132890001,0.932232976,,,,,
851,0.444041014,0.985494971,0.980696976,,,0.129717007,0.928022027,,,,,
852,0.431023985,0.986208022,0.980340004,,,0.128349006,0.922900975,,,,,
853,0.421797007,0.986387014,0.978272021,,,0.128556997,0.917263985,,,,,
854,0.416570991,0.985692978,0.977792978,,,0.130527005,0.910740972,,,,,
855,0.41544801,0.985211015,0.980434,,,0.135257006,0.900241017,,,,,
856,0.417957991,0.98406601,0.97833699,,,0.141990006,0.891547024,,,,,
857,0.424194008,0.983817995,0.977883995,,,0.152478993,0.882282019,,,,,
858,0.433642,0.983081996,0.978228986,,,0.168188006,0.870553017,,,,,
859,0.446406007,0.983407021,0.978708982,,,0.189416006,0.85996902,,,,,
860,0.464349985,0.981927991,0.978610992,,,0.219175994,0.844371974,,,,,
861,0.484840989,0.980232,0.978377998,,,0.263325006,0.829331994,,,,,
862,0.510586023,0.979412019,0.978699028,,,0.317528009,0.814504027,,,,,
863,0.544838011,0.978204012,0.979942977,,,0.378392011,0.799960017,,,,,
864,0.589676023,0.977936029,0.980876029,,,0.427787989,0.789377987,,,,,
865,0.648895979,0.97735399,0.981738985,,,0.429374993,0.777576983,,,,,
866,0.716754019,0.976889014,0.980926991,,,0.377992004,0.764208972,,,,,
867,0.751838982,0.975261986,0.980871022,,,0.295175999,0.75365299,,,,,
868,0.723937988,0.975130022,0.981254995,,,0.211391002,0.744117022,,,,,
869,0.630005002,0.975627005,0.982595026,,,0.142820001,0.732325017,,,,,
870,0.524223983,0.975463986,0.98198998,,,0.098484099,0.723380983,,,,,
871,0.431760997,0.975543022,0.981195986,,,0.067834698,0.711696982,,,,,
872,0.369127005,0.975386024,0.980153024,,,0.0487413,0.705725014,,,,,
873,0.320728987,0.97517699,0.980091989,,,0.0342068,0.699711978,,,,,
874,0.28539899,0.975477993,0.980928004,,,0.025718899,0.692638993,,,,,
875,0.254859,0.974928021,0.981473982,,,0.019718399,0.686742008,,,,,
876,0.230792999,0.973861992,0.981778979,,,0.0151598,0.68257302,,,,,
877,0.209056005,0.97437501,0.980455995,,,0.0119897,0.675406992,,,,,
878,0.191635996,0.973653972,0.981397986,,,0.00962567,0.673887014,,,,,
879,0.176899001,0.975246012,0.981881022,,,0.00773553,0.674223006,,,,,
880,0.164019004,0.976906002,0.982613981,,,0.00638706,0.673053026,,,,,
881,0.153938994,0.976382971,0.983263016,,,0.00526429,0.676099002,,,,,
882,0.145192996,0.977711022,0.983994007,,,0.00450275,0.676967025,,,,,
883,0.138530999,0.977614999,0.984504998,,,0.00377859,0.682699025,,,,,
884,0.133660004,0.977667987,0.984193981,,,0.00316573,0.684575021,,,,,
885,0.130299002,0.976984024,0.984212995,,,0.00274756,0.690183997,,,,,
886,0.128075004,0.977136016,0.984239995,,,0.00225955,0.697377026,,,,,
887,0.127354994,0.976644993,0.984297991,,,0.00197349,0.701879978,,,,,
888,0.128864005,0.975264013,0.984318018,,,0.00175979,0.705308974,,,,,
889,0.132070005,0.976118982,0.982026994,,,0.00150508,0.705609977,,,,,
890,0.137058005,0.976836979,0.980050027,,,0.00131763,0.702174008,,,,,
891,0.145191997,0.977454007,0.978866994,,,0.00116053,0.68978101,,,,,
892,0.155862004,0.976696014,0.977427006,,,0.00106219,0.675000012,,,,,
893,0.171459004,0.975726008,0.975665987,,,0.000958929,0.651229024,,,,,
894,0.191875994,0.975390017,0.974178016,,,0.000771783,0.626169026,,,,,
895,0.221431002,0.975481987,0.972481012,,,0.000783213,0.596952021,,,,,
896,0.259048998,0.975899994,0.970346987,,,0.000703985,0.566848993,,,,,
897,0.310732991,0.976779997,0.968904972,,,0.000608621,0.533842981,,,,,
898,0.370135009,0.977030993,0.967791975,,,0.000484091,0.503309011,,,,,
899,0.420987993,0.977801979,0.965548992,,,0.000451391,0.479326993,,,,,
900,0.443755001,0.977084994,0.964461982,,,0.000441627,0.457479,,,,,
901,0.413637996,0.97645998,0.963267028,,,0.000401992,0.438050985,,,,,
902,0.342413992,0.976981997,0.963571012,,,0.000371127,0.42512399,,,,,
903,0.252204001,0.975956023,0.962508976,,,0.000281021,0.414168,,,,,
904,0.175595,0.971687019,0.961773992,,,0.000300302,0.40564701,,,,,
905,0.122629002,0.971877992,0.961327016,,,0.000303693,0.403304994,,,,,
906,0.084896401,0.970333993,0.962688029,,,0.000347926,0.403259993,,,,,
907,0.060254,0.967866004,0.96361798,,,0.000259193,0.406753004,,,,,
908,0.0447472,0.965739012,0.96478802,,,0.000296622,0.413554996,,,,,
909,0.033182599,0.962876976,0.967149973,,,0.000175311,0.424052,,,,,
910,0.023514001,0.961453021,0.967637002,,,0.000163398,0.437539011,,,,,
911,0.018263301,0.95747298,0.969439983,,,0.000157196,0.45134899,,,,,
912,0.014291,0.954712987,0.97013998,,,0.000194085,0.471226007,,,,,
913,0.0112892,0.952324986,0.972557008,,,0.00010215,0.495784998,,,,,
914,0.00930946,0.950430989,0.972321987,,,0.000133476,0.525505006,,,,,
915,0.00755916,0.948484004,0.973402977,,,0.000138142,0.562434018,,,,,
916,0.00621158,0.948153019,0.975354016,,,0.000110632,0.615090013,,,,,
917,0.00514392,0.948332012,0.973824978,,,4.25E-05,0.676919997,,,,,
918,0.00442635,0.948951006,0.973461986,,,0.000104788,0.723052025,,,,,
919,0.00375504,0.950052977,0.97033,,,0.000124563,0.724529028,,,,,
920,0.00314393,0.951641977,0.968855977,,,7.79E-05,0.660611987,,,,,
921,0.00262366,0.953283012,0.966811001,,,9.73E-05,0.557384014,,,,,
922,0.00231001,0.955905974,0.965337992,,,5.19E-05,0.456295013,,,,,
923,0.00208455,0.958994985,0.961863995,,,0.000106582,0.382019997,,,,,
924,0.00188126,0.96055001,0.959888995,,,6.03E-05,0.332747012,,,,,
925,0.00163066,0.961045027,0.958269,,,1.07E-05,0.294999003,,,,,
926,0.00148299,0.959767997,0.95638603,,,5.04E-05,0.264064014,,,,,
927,0.00122544,0.956740975,0.95421797,,,5.51E-05,0.238288,,,,,
928,0.00106785,0.951269984,0.953112006,,,4.91E-05,0.216284007,,,,,
929,0.00106105,0.942017972,0.951400995,,,6.53E-07,0.197924003,,,,,
930,0.000943186,0.929472983,0.950882971,,,3.50E-05,0.182142004,,,,,
931,0.000818324,0.912810028,0.95025599,,,4.44E-05,0.169474006,,,,,
932,0.000784097,0.893177986,0.949701011,,,2.99E-05,0.157905996,,,,,
933,0.000701337,0.868960977,0.950213015,,,3.54E-05,0.148531005,,,,,
934,0.000716918,0.842055976,0.951193988,,,6.44E-05,0.140841007,,,,,
935,0.00056388,0.813552976,0.952287018,,,6.28E-05,0.134736001,,,,,
936,0.000590249,0.786854982,0.953278005,,,5.31E-06,0.129802004,,,,,
937,0.00050793,0.757429004,0.954742014,,,2.06E-05,0.126034006,,,,,
938,0.000486565,0.731410027,0.954946995,,,5.36E-05,0.123999,,,,,
939,0.000484439,0.708334982,0.956643999,,,3.45E-05,0.123249002,,,,,
940,0.00044123,0.685645998,0.959410012,,,3.86E-05,0.123639002,,,,,
941,0.000339777,0.665727019,0.959636986,,,1.98E-05,0.125495002,,,,,
942,0.000319758,0.649411976,0.959743023,,,2.93E-05,0.128802001,,,,,
943,0.000347358,0.636267006,0.959792018,,,3.04E-05,0.133901998,,,,,
944,0.000246905,0.626699984,0.960152984,,,6.33E-05,0.141868994,,,,,
945,0.000265071,0.620181978,0.959412992,,,6.25E-05,0.152948007,,,,,
946,0.000206785,0.615234971,0.957114995,,,4.30E-05,0.167905003,,,,,
947,0.000317051,0.615330994,0.954230011,,,2.33E-05,0.187729999,,,,,
948,0.000356317,0.618153989,0.951470017,,,1.81E-07,0.215183005,,,,,
949,0.000343335,0.62292701,0.948472977,,,6.12E-06,0.251352996,,,,,
950,0.000222856,0.630481005,0.94483,,,3.83E-05,0.298070014,,,,,
951,0.000213647,0.640493989,0.94046402,,,3.22E-05,0.352577001,,,,,
952,0.000262517,0.651812971,0.934792995,,,1.19E-06,0.404087007,,,,,
953,0.000250529,0.666881979,0.931264997,,,2.89E-05,0.42960301,,,,,
954,0.000162046,0.685918987,0.927443027,,,3.19E-05,0.408823013,,,,,
955,0.0002208,0.708845019,0.92296797,,,4.22E-07,0.345887005,,,,,
956,0.000209134,0.734633982,0.91909802,,,1.12E-05,0.26474601,,,,,
957,0.000130941,0.759438992,0.916361988,,,4.78E-05,0.188923001,,,,,
958,0.000178208,0.775008976,0.914539993,,,5.54E-05,0.130043998,,,,,
959,9.14E-05,0.767683029,0.912748992,,,2.70E-05,0.091771603,,,,,
960,0.000188331,0.729034007,0.91148299,,,1.00E-08,0.0658345,,,,,
961,0.000148705,0.665992022,0.91111201,,,9.47E-07,0.048574001,,,,,
962,0.000139596,0.588791013,0.911677003,,,1.93E-05,0.036694501,,,,,
963,0.000188431,0.512304008,0.912953973,,,2.67E-05,0.027564799,,,,,
964,0.000206493,0.443578988,0.916091979,,,2.50E-06,0.0214395,,,,,
965,0.000128097,0.38745901,0.915912986,,,4.60E-05,0.016976099,,,,,
966,0.000106943,0.344606996,0.918871999,,,3.09E-05,0.0134438,,,,,
967,2.10E-06,0.308569014,0.921096981,,,1.05E-06,0.0109112,,,,,
968,0.000147541,0.282413989,0.922783971,,,1.87E-05,0.0089531,,,,,
969,0.000146728,0.262019992,0.923910975,,,1.84E-05,0.00739824,,,,,
970,9.96E-05,0.245853007,0.923120022,,,1.40E-05,0.00613078,,,,,
971,0.000204344,0.233955994,0.920246005,,,1.34E-05,0.00518455,,,,,
972,8.73E-05,0.225682005,0.915082991,,,4.94E-06,0.00445832,,,,,
973,1.15E-05,0.220657006,0.908492982,,,9.01E-06,0.00377226,,,,,
974,0.000147044,0.218886003,0.90132302,,,4.36E-06,0.00324343,,,,,
975,0.000136698,0.222874001,0.892632008,,,1.79E-06,0.00283783,,,,,
976,8.90E-05,0.233671993,0.881686985,,,2.67E-05,0.00252089,,,,,
977,0.00014689,0.259339005,0.867805004,,,9.31E-06,0.00219875,,,,,
978,0.000117684,0.306704015,0.852438986,,,1.06E-05,0.00189243,,,,,
979,0.000108165,0.374487996,0.837684989,,,2.76E-05,0.00170434,,,,,
980,0.000127712,0.427890986,0.821725011,,,2.43E-05,0.00149534,,,,,
981,0.000117383,0.437276006,0.80746901,,,3.70E-05,0.0013481,,,,,
982,5.90E-05,0.400967985,0.794095993,,,3.04E-05,0.00119977,,,,,
983,4.95E-05,0.356783003,0.779834986,,,1.00E-08,0.00108328,,,,,
984,6.91E-05,0.337711006,0.766533971,,,3.43E-07,0.000989593,,,,,
985,6.94E-05,0.348475009,0.755191028,,,5.73E-06,0.000920565,,,,,
986,8.92E-05,0.372837007,0.743556976,,,1.81E-05,0.000788102,,,,,
987,9.84E-05,0.402698994,0.733292997,,,9.06E-06,0.00074878,,,,,
988,1.03E-06,0.428772002,0.722918987,,,6.18E-06,0.000617531,,,,,
989,0.000128721,0.442431003,0.714837015,,,2.40E-05,0.000552708,,,,,
990,4.01E-05,0.439330995,0.706597984,,,3.00E-05,0.000565774,,,,,
991,7.01E-05,4.19E-01,0.698747993,,,4.37E-05,0.000449205,,,,,
992,8.96E-05,0.380769998,0.692956984,,,3.85E-07,0.000532178,,,,,
993,2.00E-05,0.335045993,0.68542701,,,5.16E-06,0.00042658,,,,,
994,9.99E-06,0.284556001,0.680270016,,,9.56E-06,0.000463495,,,,,
995,2.39E-07,0.239131004,0.674920022,,,9.58E-06,0.000452509,,,,,
